-0.70689879,-1.46240325
-0.27537256,-1.33602366
-0.32071105,-0.90040588
-0.59999481,-0.75734274
-0.70350835,-0.87379439
-0.63044119,-1.05743137
-0.49708036,-1.05106674
-0.48463351,-0.97584614
-0.52667929,-0.89124071
-0.57864257,-0.87556276
-0.58571363,-0.94745208
-0.53100934,-0.95607265
-0.51416746,-0.96939444
-0.49666271,-0.92259789
-0.52028584,-0.89275051
-0.53525445,-0.82312493
-0.57671069,-0.87237237
-0.53921905,-0.92005561
-0.49658945,-0.91308347
-0.49146374,-0.83459701
-0.53878658,-0.78835234
-0.56726949,-0.86735829
-0.50748608,-0.94755493
-0.43923055,-0.92978563
-0.44027274,-0.80887732
-0.51955664,-0.81223531
-0.51598383,-0.87213342
-0.46602892,-0.88722440
-0.44475707,-0.86185896
-0.45487477,-0.77227554
-0.51349631,-0.78232106
-0.50375780,-0.82126069
-0.46812968,-0.84225112
-0.44351302,-0.84998611
-0.42931228,-0.75807247
-0.48941742,-0.78307694
-0.46862480,-0.78347911
-0.46032940,-0.80691651
-0.43564771,-0.81516227
-0.42110226,-0.76646314
-0.45014486,-0.78050121
-0.43500015,-0.79168563
-0.41890931,-0.76160220
-0.43413696,-0.71520854
-0.46379152,-0.74930600
-0.43355361,-0.79791499
-0.38754168,-0.73705309
-0.42493654,-0.67056832
-0.47178433,-0.65559831
-0.48013938,-0.76965854
-0.38637311,-0.81847369
-0.33493009,-0.72104713
-0.40191403,-0.57333918
-0.51324707,-0.64299003
-0.46200524,-0.73471566
-0.38045089,-0.73498580
-0.36845517,-0.70466336
-0.38545282,-0.66308424
-0.41324653,-0.63816444
-0.42859891,-0.64905011
-0.41495883,-0.70368275
-0.36413847,-0.67705686
-0.37602155,-0.65048437
-0.39199649,-0.64640237
-0.39023580,-0.66201945
-0.37138523,-0.68662524
-0.34387737,-0.63890468
-0.37487710,-0.61124995
-0.39331011,-0.62391048
-0.37826411,-0.67762360
-0.32691562,-0.63724802
-0.35089280,-0.61176774
-0.36742454,-0.64005767
-0.33909570,-0.61246243
-0.35413861,-0.60136738
-0.35836472,-0.58888033
-0.36307519,-0.61369019
-0.33676556,-0.66883349
-0.28223165,-0.61377697
-0.31949108,-0.51609287
-0.39741233,-0.52140610
-0.39256789,-0.62396772
-0.29996604,-0.63260681
-0.28056317,-0.52918333
-0.36134025,-0.48232227
-0.40002917,-0.54955536
-0.34054041,-0.60166871
-0.28603059,-0.60296800
-0.27548226,-0.49600082
-0.36070034,-0.49770634
-0.35928709,-0.57474046
-0.28715177,-0.56815054
-0.28246679,-0.54582593
-0.29587080,-0.51381260
-0.31882145,-0.54694283
-0.28574462,-0.54368955
-0.28074755,-0.53861498
-0.27917490,-0.47135570
-0.33214451,-0.44814055
-0.35014290,-0.46954009
-0.32734676,-0.54237595
-0.25590452,-0.55830287
-0.23129755,-0.48026423
-0.29374194,-0.44356130
-0.32451656,-0.44214234
-0.32235050,-0.49508381
-0.26975559,-0.49926636
-0.25706856,-0.48942222
-0.25956546,-0.46439162
-0.27669799,-0.44177096
-0.29257250,-0.46766242
-0.26490777,-0.44431043
-0.27873786,-0.43640024
-0.28133735,-0.44882266
-0.26488617,-0.46780603
-0.24109071,-0.46653318
-0.23527896,-0.37143748
-0.31544524,-0.36798408
-0.31854519,-0.45023660
-0.23881167,-0.47281691
-0.20738185,-0.41150683
-0.25663301,-0.35696180
-0.30398390,-0.35401450
-0.30456260,-0.48173783
-0.18100444,-0.56717505
-0.08527924,-0.45187572
-0.18474302,-0.29203677
-0.33209897,-0.30169027
-0.32815719,-0.50647963
-0.13073302,-0.51902340
-0.10093925,-0.41046158
-0.19801908,-0.27531470
-0.32335535,-0.33332256
-0.27370185,-0.40900833
-0.19429376,-0.46271453
-0.13216635,-0.45328963
-0.13214911,-0.31616212
-0.25724466,-0.27223333
-0.30072114,-0.32379444
-0.25082200,-0.42451707
-0.14597532,-0.47645528
-0.08282607,-0.37593999
-0.17231615,-0.25939136
-0.28276345,-0.29033813
-0.25615880,-0.40784740
-0.13612540,-0.42948751
-0.10206343,-0.38697567
-0.13682572,-0.31730432
-0.20151934,-0.25429206
-0.26043464,-0.26249137
-0.25163158,-0.32174476
-0.18934576,-0.37848634
-0.12455002,-0.39507256
-0.09882018,-0.28840838
-0.19721445,-0.19709293
-0.28518353,-0.27149319
-0.21540864,-0.41807151
-0.05972958,-0.41787364
-0.04544131,-0.26017423
-0.19680844,-0.16214920
-0.29466125,-0.18568179
-0.27429307,-0.35086559
-0.10597887,-0.40455222
-0.03554945,-0.32321376
-0.10947889,-0.16589804
-0.26277383,-0.17274761
-0.26149183,-0.27508596
-0.15671481,-0.31737652
-0.10270221,-0.25168230
-0.16060573,-0.20381068
-0.20658154,-0.25139558
-0.15766980,-0.30227997
-0.09828400,-0.31048883
-0.08132888,-0.23004917
-0.15698203,-0.16822458
-0.21797105,-0.20504876
-0.18090462,-0.19577301
-0.18316683,-0.26027699
-0.11350590,-0.25416416
-0.11073924,-0.29664636
-0.06177043,-0.19550836
-0.15751318,-0.15814272
-0.19604886,-0.23094441
-0.12041270,-0.26773655
-0.07298925,-0.25385163
-0.07980241,-0.15139520
-0.17981808,-0.07036218
-0.26106196,-0.23755041
-0.09366770,-0.31937412
0.00808645,-0.24530991
-0.05996210,0.00218474
-0.30548169,-0.01054884
-0.30526040,-0.30107653
-0.00404390,-0.39703993
0.12462464,-0.21469590
-0.06147635,0.02829520
-0.30976309,-0.04859171
-0.24775034,-0.27900525
-0.00019508,-0.36625826
0.11590025,-0.17381263
-0.08160225,0.08286500
-0.34213401,-0.03036386
-0.24660877,-0.26686876
0.01092394,-0.32157595
0.09138869,-0.19083875
-0.04227711,-0.06122069
-0.18012161,-0.00542024
-0.24014997,-0.17645426
-0.06345951,-0.32186151
0.11256170,-0.23999028
0.03550471,-0.01664971
-0.19890740,0.02920343
-0.25498901,-0.17825196
-0.03938751,-0.36758142
0.19230477,-0.19337812
0.01238475,0.20466652
-0.39109758,0.13558848
-0.35038593,-0.25276394
0.06188268,-0.39503675
0.25626527,-0.17049547
0.01396067,0.06212464
-0.23791714,0.04178266
-0.22970896,-0.15306915
-0.01985696,-0.31174852
0.17795182,-0.15220209
