Region,Salmon Area Name,Year,Species Code,Number of Fish (estimated),Estimated Exvessel Value (Nominal),Landed Weight (lbs)
Westward,Kodiak,1981,Pink,10326019,17554986.04,39901252
Westward,Kodiak,1981,Sockeye,1288949,8403459.67,7436986
Westward,Kodiak,1982,Chinook,1214,15625.58,15626
Westward,Kodiak,1982,Chum,1262587,3858707.04,11084884
Westward,Kodiak,1982,Coho,344823,2389854.19,3135469
Westward,Kodiak,1982,Pink,8082925,6115925.01,28848704
Westward,Kodiak,1982,Sockeye,1203787,6432033.37,7224752
Westward,Kodiak,1983,Chinook,3839,40145.3,49710
Westward,Kodiak,1983,Chum,1085165,2688084.06,9404379
Westward,Kodiak,1983,Coho,157612,695044.09,1432693
Westward,Kodiak,1983,Pink,4603371,3833782.33,16412829
Westward,Kodiak,1983,Sockeye,1231989,6146386.25,7085923
Westward,Kodiak,1984,Chinook,4661,97725.48,99414
Westward,Kodiak,1984,Chum,649261,1886691.62,5549093
Westward,Kodiak,1984,Coho,229534,1811194.64,2124773
Westward,Kodiak,1984,Pink,10846693,10741543.88,41633892
Westward,Kodiak,1984,Sockeye,1950475,11411394.08,11014859
Westward,Kodiak,1985,Chinook,4970,136073.58,96106
Westward,Kodiak,1985,Chum,430757,1327345.14,3399190
Westward,Kodiak,1985,Coho,284164,1986210.97,2519533
Westward,Kodiak,1985,Pink,7333904,6220299.11,26761165
Westward,Kodiak,1985,Sockeye,1842729,10760244.26,8734715
Westward,Kodiak,1986,Chinook,4381,73725.82,66901
Westward,Kodiak,1986,Chum,1134323,2741664.68,8449948
Westward,Kodiak,1986,Coho,168654,966697.68,1464494
Westward,Kodiak,1986,Pink,11794054,8619493.33,43121240
Westward,Kodiak,1986,Sockeye,3185574,26327725.25,18522571
Westward,Kodiak,1987,Chinook,4612,69552.33,59083
Westward,Kodiak,1987,Chum,682017,2277292.79,5334070
Westward,Kodiak,1987,Coho,192801,1358577.12,1623127
Westward,Kodiak,1987,Pink,5075500,7907155.92,18307174
Westward,Kodiak,1987,Sockeye,1793746,19610846.2,11268043
Westward,Kodiak,1988,Chinook,22394,429366.93,296062
Westward,Kodiak,1988,Chum,1426966,14378889.9,12692768
Westward,Kodiak,1988,Coho,303343,3284755.52,2569089
Westward,Kodiak,1988,Pink,14564014,44616410.62,55023681
Westward,Kodiak,1988,Sockeye,2700652,41907555.41,15485443
Westward,Kodiak,1989,Chinook,106,2377.24,2037
Westward,Kodiak,1989,Chum,19964,67398.01,174622
Westward,Kodiak,1989,Coho,2599,15944.6,24427
Westward,Kodiak,1989,Pink,266756,382426.17,907719
Westward,Kodiak,1989,Sockeye,1287663,12763347.26,7116033
Westward,Kodiak,1990,Chinook,18808,243289.43,229337
Westward,Kodiak,1990,Chum,577748,2229134.16,4441719
Westward,Kodiak,1990,Coho,293819,1802781.14,2417040
Westward,Kodiak,1990,Pink,5983812,6416870.42,19011963
Westward,Kodiak,1990,Sockeye,5247514,41903529.68,27306854
Westward,Kodiak,1991,Chinook,22234,195340.72,269911
Westward,Kodiak,1991,Chum,1029057,2142783.94,7184371
Westward,Kodiak,1991,Coho,324860,1272603.78,2359566
Westward,Kodiak,1991,Pink,16642836,6545244.63,48547534
Westward,Kodiak,1991,Sockeye,5702754,26863319.52,29155945
Westward,Kodiak,1992,Chinook,24299,354360.82,347817
Westward,Kodiak,1992,Chum,679540,1872084.89,4928204
Westward,Kodiak,1992,Coho,280085,1290189.59,2292342
Westward,Kodiak,1992,Pink,3310639,2189477.39,12403961
Westward,Kodiak,1992,Sockeye,4166762,34789138.69,23679347
Westward,Kodiak,1993,Chinook,41029,380425.86,496917
Westward,Kodiak,1993,Chum,588328,931440.83,3523182
Westward,Kodiak,1993,Coho,313467,940501,2105176
Westward,Kodiak,1993,Pink,34019390,16844925.42,106410222
Westward,Kodiak,1993,Sockeye,4377523,19449935.87,22450244
Westward,Kodiak,1994,Chinook,22576,222370.89,315000
Westward,Kodiak,1994,Chum,738851,1267728.31,5490704
Westward,Kodiak,1994,Coho,296311,1778411.76,2575410
Westward,Kodiak,1994,Pink,8162564,5646857,31116298
Westward,Kodiak,1994,Sockeye,2876878,18185508.92,14336810
Westward,Kodiak,1995,Chinook,18704,178481.1,257744
Westward,Kodiak,1995,Chum,1522786,3075479.82,11412277
Westward,Kodiak,1995,Coho,307795,992247.53,2473082
Westward,Kodiak,1995,Pink,42849294,25502207.69,150391978
Westward,Kodiak,1995,Sockeye,4487568,24173116.06,22927672
Westward,Kodiak,1996,Chinook,13071,116469.45,178538
Westward,Kodiak,1996,Chum,543729,660021.81,4440653
Westward,Kodiak,1996,Coho,201836,697636.92,1646722
Westward,Kodiak,1996,Pink,3486930,877085.56,12064961
Westward,Kodiak,1996,Sockeye,4968954,25269235.19,28232862
Westward,Kodiak,1997,Chinook,18727,119740.47,186852
Westward,Kodiak,1997,Chum,520261,781821.58,4158990
Westward,Kodiak,1997,Coho,381005,1710856.6,3036312
Westward,Kodiak,1997,Pink,11035023,5809213.5,37273070
Westward,Kodiak,1997,Sockeye,2503280,12595214.92,13150420
Westward,Kodiak,1998,Chinook,17341,176457.09,249285
Westward,Kodiak,1998,Chum,316107,469444.61,2464470
Westward,Kodiak,1998,Coho,425143,1326616.3,3593237
Westward,Kodiak,1998,Pink,22062465,12305584.28,81767413
Westward,Kodiak,1998,Sockeye,3623031,20527459.82,17524143
Westward,Kodiak,1999,Chinook,18298,158238.49,232490
Westward,Kodiak,1999,Chum,913710,1340621.42,7233203
Westward,Kodiak,1999,Coho,296979,890844.79,2199963
Westward,Kodiak,1999,Pink,11898277,5130877.02,36361363
Westward,Kodiak,1999,Sockeye,4649948,26469646.08,24471306
Westward,Kodiak,2000,Chinook,12293,120969.93,183423
Westward,Kodiak,2000,Chum,1194403,2122619.02,9759942
Westward,Kodiak,2000,Coho,332998,1288378.79,2663844
Westward,Kodiak,2000,Pink,9927091,4658193.54,32497920
Westward,Kodiak,2000,Sockeye,2905345,14905457.16,16659610
Westward,Kodiak,2001,Chinook,23827,238272.46,330896
Westward,Kodiak,2001,Chum,1053691,2741513.35,8598379
Westward,Kodiak,2001,Coho,407977,763776.34,3183913
Westward,Kodiak,2001,Pink,19567052,8026481.12,67364875
Westward,Kodiak,2001,Sockeye,2657601,10364912.68,14729535
Westward,Kodiak,2002,Chinook,19253,70927.91,192035
Westward,Kodiak,2002,Chum,650128,822034.72,5062021
Westward,Kodiak,2002,Coho,496017,679664.97,3827084
Westward,Kodiak,2002,Pink,18324480,5826442.22,67493588
Westward,Kodiak,2002,Sockeye,1824543,6215088.72,10312535
Westward,Kodiak,2003,Chinook,18531,67124.77,189436
Westward,Kodiak,2003,Chum,1151757,1146785.38,8249790
Westward,Kodiak,2003,Coho,339457,520493.81,2604107
Westward,Kodiak,2003,Pink,14040087,4386164.79,49840682
Westward,Kodiak,2003,Sockeye,4041816,13091320.31,21673210
Westward,Kodiak,2004,Chinook,26881,166304.81,312381
Westward,Kodiak,2004,Chum,1106559,1034533.57,8473264
Westward,Kodiak,2004,Coho,476821,995360.26,3669247
Westward,Kodiak,2004,Pink,21254782,7385213.8,77382775
Westward,Kodiak,2004,Sockeye,4164169,14395395.46,22030908
Westward,Kodiak,2005,Chinook,14399,130089.18,168317
Westward,Kodiak,2005,Chum,477405,747509.43,3732272
Westward,Kodiak,2005,Coho,395028,1239064.06,2975607
Westward,Kodiak,2005,Pink,30066012,12365545.91,102512702
Westward,Kodiak,2005,Sockeye,3044142,13397397.96,16693259
Westward,Kodiak,2006,Chinook,20278,258750.65,209334
Westward,Kodiak,2006,Chum,1081960,3041170.14,9100139
Westward,Kodiak,2006,Coho,553522,2894469.91,4316663
Westward,Kodiak,2006,Pink,31693059,19169017.58,117382703
Westward,Kodiak,2006,Sockeye,1583791,6766494.75,8085765
Westward,Kodiak,2007,Chinook,17222,169516.09,163518
Westward,Kodiak,2007,Chum,728919,1989744.27,5666630
Westward,Kodiak,2007,Coho,356093,1564020.78,2627412
Westward,Kodiak,2007,Pink,24809406,17699177.3,90183279
Westward,Kodiak,2007,Sockeye,2012388,11355558.13,11365968
Westward,Kodiak,2008,Chinook,16883,154861.01,137637
Westward,Kodiak,2008,Chum,908001,3836378.87,7638959
Westward,Kodiak,2008,Coho,300791,2960056.68,2430472
Westward,Kodiak,2008,Pink,8785969,11974680.33,32521158
Westward,Kodiak,2008,Sockeye,1818415,11907315.2,10061129
Westward,Kodiak,2009,Chinook,7219,56033.56,66208
Westward,Kodiak,2009,Chum,955798,3236632.23,7380985
Westward,Kodiak,2009,Coho,288737,1171984.94,1910290
Westward,Kodiak,2009,Pink,27647792,23568477.99,91569023
Westward,Kodiak,2009,Sockeye,1726967,11061770.64,9841971
Westward,Kodiak,2010,Chinook,14548,133455.79,116088
Westward,Kodiak,2010,Chum,734344,2795998.63,5635881
Westward,Kodiak,2010,Coho,266458,1387467.01,2006812
Westward,Kodiak,2010,Pink,8794309,11844417.92,31908747
Westward,Kodiak,2010,Sockeye,1436255,10608274.56,7686944
Westward,Kodiak,2011,Chinook,18454,186717.46,173049
Westward,Kodiak,2011,Chum,823202,3821052.9,5557410
Westward,Kodiak,2011,Coho,188474,1069691.46,1257868
Westward,Kodiak,2011,Pink,16642402,25021649.12,53423246
Westward,Kodiak,2011,Sockeye,2266651,21747742.16,13430311
Westward,Kodiak,2012,Chinook,14785,79366.09,108958
Westward,Kodiak,2012,Chum,866381,4109641.83,6824036
Westward,Kodiak,2012,Coho,208514,1119898.09,1451830
Westward,Kodiak,2012,Pink,16873244,28830753.17,60417436
Westward,Kodiak,2012,Sockeye,2232441,18281542.94,12409592
Westward,Kodiak,2013,Chinook,34028,147674.28,255031
Westward,Kodiak,2013,Chum,794054,3241125.03,6220596
Westward,Kodiak,2013,Coho,268799,1280394.74,1779203
Westward,Kodiak,2013,Pink,28192164,37283250.23,89158697
Westward,Kodiak,2013,Sockeye,2573757,27209812.57,14813686
Westward,Kodiak,2014,Chinook,8382,62965.85,61179
Westward,Kodiak,2014,Chum,336572,1359686.86,2555553
Westward,Kodiak,2014,Coho,472035,2426494.2,3655082
Westward,Kodiak,2014,Pink,10674898,12164394.56,37421575
Westward,Kodiak,2014,Sockeye,3259037,30893028.96,17019963
Westward,Kodiak,2015,Chinook,7343,62441.52,68965
Westward,Kodiak,2015,Chum,770491,2001002.17,5434606
Westward,Kodiak,2015,Coho,395463,947094.95,2458565
Westward,Kodiak,2015,Pink,32980184,25329330.11,109345103
Westward,Kodiak,2015,Sockeye,3097341,13899858.37,15030385
Westward,Kodiak,2016,Chinook,6617,52170.96,56223
Westward,Kodiak,2016,Chum,403864,940369.48,2765744
Westward,Kodiak,2016,Coho,205929,1176897.93,1517210
Westward,Kodiak,2016,Pink,3195768,6908974.85,14884584
Westward,Kodiak,2016,Sockeye,2062958,13966433.75,10647186
Westward,Kodiak,2017,Chinook,6644,58627.94,62152
Westward,Kodiak,2017,Chum,1890934,7770589.86,14463868
Westward,Kodiak,2017,Coho,366380,2215585.59,2821568
Westward,Kodiak,2017,Pink,27102337,40646862.31,99398832
Westward,Kodiak,2017,Sockeye,2476301,19450922.71,12905100
Westward,Kodiak,2018,Chinook,3479,17688.41,24221
Westward,Kodiak,2018,Chum,463815,2713971.69,3728099
Westward,Kodiak,2018,Coho,437770,3921657.52,3575761
Westward,Kodiak,2018,Pink,5946662,11117050.33,22884864
Westward,Kodiak,2018,Sockeye,1820254,15996885.3,9238871
Westward,Kodiak,2019,Chinook,6644,48670.2,61476
Westward,Kodiak,2019,Chum,552225,1484567.08,3885954
Westward,Kodiak,2019,Coho,392266,1907232.14,2812805
Westward,Kodiak,2019,Pink,32935280,31542936.25,104518927
Westward,Kodiak,2019,Sockeye,2176572,17128123.71,10794407
Westward,Kodiak,2020,Chinook,8018,25963.21,46372
Westward,Kodiak,2020,Chum,368250,756275.53,2505068
Westward,Kodiak,2020,Coho,439975,1841480.81,3130441
Westward,Kodiak,2020,Pink,21550982,18949401.41,74083483
Westward,Kodiak,2020,Sockeye,1523443,6979343.74,7002195
