inf,4.200064506304904133e-02
1.808363877879334680e+01,2.094402512867640787e-01
1.216093876367487780e+02,2.366021413521335326e-01
1.169391964421744845e+01,9.136100560465090781e-02
6.567244993890795968e+01,1.445806213492147572e-02
inf,3.385137764766918390e-05
inf,7.469104819676887844e-03
2.037347852466681957e+02,1.272875029076329934e-02
inf,1.401032233435219737e-02
inf,5.164248649779472171e-03
inf,3.653397756482954645e-02
2.262759948252634246e+01,4.832266590405404766e-02
inf,1.529948762774515914e-01
4.046808727371966086e+01,2.440455786648242458e-06
inf,2.855150669899500504e-01
3.567039366807524203e+01,1.155285203173476646e-02
1.392585370398810767e+02,4.180647290632472958e-03
1.770474766806366063e+01,1.312142596136565975e-01
inf,4.298273448635619998e-02
inf,4.138427155616679343e-02
1.999012461457009238e+01,1.226998581796263921e-03
3.862448518135551723e+01,7.682360070416994341e-03
inf,2.227482377998128704e-02
2.436308335568743644e+02,9.140957361286695948e-02
inf,5.821828792904906041e-02
inf,1.029424746086053753e-03
2.894956581824597919e+01,1.229231622267492191e-01
inf,8.998342433270796470e-02
inf,3.069697673201926547e-02
8.468291157860710072e+00,3.422392376226963684e-01
8.663221367653135019e+01,1.251581543475456700e-02
4.184323041272528343e+01,4.198716413083793120e-02
4.630219300120778314e+01,1.276244512628629535e-01
inf,2.980588951461014195e-04
2.572252030446405513e+01,9.719358741978254002e-03
6.151881256659221364e+00,1.402255153804238090e-02
inf,4.368612802765748510e-02
inf,4.844916736343668658e-03
inf,9.225407536545691956e-02
inf,1.132704116060281457e-01
inf,9.423844791361572770e-02
inf,5.990017980776703166e-03
1.853542287398563460e+01,1.103239064593434515e-01
1.531769169725752988e+01,5.535847861433221967e-02
1.028787821697809335e+02,9.473751976500120742e-02
1.045489109189953751e+02,1.547353506896913811e-01
inf,1.664329761001616670e-01
inf,2.594911082731624075e-01
inf,1.779290620872771567e-01
